employee_id,institution,date_of_birth,gender,age_group,job_role,years_of_experience,department,language_proficiency,ethnicity,educational_institute,punctuality,problem_solving,leadership,collaboration,communication,deadline_adherence_rate,adherence_level,avg_response_time,response_time_level,no_of_meetings_attended,no_of_subordinates,decision_contribution,learning_hours_per_month,type_of_learning,team_engagement_frequency,completed_storypoint_ratio,completed_story_points,assigned_story_points,project_id,project_name,duration_weeks,relative_effort,team_size,project_complexity,rework_count,no_pay_leave,blockers,metric_1_name,metric_1_value,metric_2_name,metric_2_value,metric_3_name,metric_3_value,metric_4_name,metric_4_value,metric_5_name,metric_5_value,metric_6_name,metric_6_value,metric_7_name,metric_7_value
437,Company_N,2001-11-26,Female,20-25,Business Analyst,3,Business Analysis,Tamil,Sinhala,University_F,4,4,1,1,5,97.51,5,16.91,1,16,2,1,18,On-the-job learning,7,0.6,28,47,16,HR Management System,17,394,9,4.93,4,5,2,tasks_completed,1,project_delay (days),15,changing_relative_effort,179,sprint_velocity,49,team_velocity,44,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
438,Company_I,1991-07-04,Male,31-35,Project Manager,13,Project Management,Sinhala,Sinhala,University_A,5,5,2,1,3,97.76,5,15.48,4,7,6,3,8,Research & innovation,4,0.83,95,114,10,Government Tax Portal,28,342,7,4.24,0,7,3,tasks_completed,15,project_delay (days),29,changing_relative_effort,158,sprint_velocity,15,team_velocity,47,stakeholder_satisfaction(1-5),2,milestone_completion_rate,2
439,Company_A,1979-08-11,Male,41-45,Project Manager,25,Project Management,Tamil,Sinhala,University_K,1,2,1,3,3,51.42,2,6.1,1,8,18,2,19,Knowledge sharing,3,0.42,46,109,9,Customer Portal,13,489,8,3.51,1,3,3,tasks_assigned,14,tasks_completed,3,tasks_on_time,0,bug_count,7,bugs_fixed_count,1,code_quality (1-10),7,rework_count,4
440,Company_G,1996-09-30,Male,26-30,Business Analyst,8,Business Analysis,Tamil,Sinhala,University_N,3,3,4,2,1,89.25,4,23.46,5,14,7,1,11,Research & innovation,9,0.46,19,41,2,ERP Integration Module,38,145,5,8.08,2,2,2,tasks_assigned,21,tasks_completed,1,tasks_on_time,0,bug_count,12,bugs_fixed_count,2,code_quality (1-10),2,rework_count,3
441,Company_Q,1979-12-16,Male,41-45,Business Analyst,25,Business Analysis,Sinhala,Sinhala,University_L,1,5,3,4,1,48.73,1,2.59,1,22,2,1,34,Knowledge sharing,7,0.97,36,37,18,Smart Grid Monitor,39,327,13,4.64,4,7,5,tasks_assigned,21,tasks_completed,12,tasks_on_time,12,bug_count,19,bugs_fixed_count,18,code_quality (1-10),8,rework_count,5
442,Company_E,2003-03-04,Male,20-25,Project Manager,1,Project Management,English,Muslim,University_G,5,3,3,4,2,45.04,1,13.94,3,10,4,4,20,Formal training,9,0.69,18,26,22,Marketing Management System,17,272,14,6.75,1,7,4,tasks_completed,5,project_delay (days),20,changing_relative_effort,127,sprint_velocity,35,team_velocity,35,stakeholder_satisfaction(1-5),2,milestone_completion_rate,5
443,Company_N,1984-02-20,Male,36-40,Software Engineer,20,Development,English,Muslim,University_R,2,2,3,4,4,63.98,2,13.07,4,7,10,5,20,Research & innovation,6,0.82,81,99,16,HR Management System,34,70,15,8.62,0,5,2,total_deployments,7,successful_deployments,4,deployment_time_efficiency,0.95,incident_count,2,system_downtime (hrs),0.5,automated_pipeline_stages,2,total_pipeline_stages,4
444,Company_N,1979-04-01,Male,41-45,Business Analyst,25,Business Analysis,Tamil,Tamil,University_Q,3,5,5,5,1,96.77,5,7.98,2,19,4,1,30,Knowledge sharing,9,0.86,49,57,16,HR Management System,46,415,9,7.58,5,4,1,tasks_assigned,9,tasks_completed,4,tasks_on_time,0,bug_count,19,bugs_fixed_count,12,code_quality (1-10),4,rework_count,1
445,Company_A,1997-12-01,Male,26-30,Business Analyst,7,Business Analysis,Sinhala,Muslim,University_L,3,3,5,5,3,29.66,1,9.78,3,1,16,4,38,None observed,9,0.5,43,86,9,Customer Portal,11,90,12,5.14,2,9,5,tasks_assigned,16,tasks_completed,16,tasks_on_time,8,bug_count,18,bugs_fixed_count,17,code_quality (1-10),6,rework_count,5
446,Company_L,1991-05-28,Male,31-35,DevOps Engineer,13,DevOps,Sinhala,Sinhala,University_A,4,5,2,1,3,79.29,3,7.24,4,15,0,5,24,Self-learning,5,0.43,18,42,21,Medi Care App,13,334,5,8.6,1,3,3,total_deployments,5,successful_deployments,0,deployment_time_efficiency,0.79,incident_count,8,system_downtime (hrs),17.4,automated_pipeline_stages,7,total_pipeline_stages,10
447,Company_K,1990-10-13,Male,31-35,Software Engineer,14,Development,English,Sinhala,University_I,2,3,2,4,5,67.69,2,12.64,1,11,19,3,7,Self-learning,9,0.69,31,45,14,Digital Wallet Platform,17,257,8,8.65,2,3,4,tasks_assigned,30,tasks_completed,6,tasks_on_time,2,bug_count,5,bugs_fixed_count,4,code_quality (1-10),4,rework_count,3
448,Company_F,1985-09-04,Male,36-40,Business Analyst,19,Business Analysis,English,Muslim,University_D,1,3,1,4,3,26.58,1,22.94,3,22,11,5,16,Self-learning,6,0.97,38,39,7,Payroll Automation,10,69,11,1.74,0,9,0,total_deployments,7,successful_deployments,2,deployment_time_efficiency,0.93,incident_count,7,system_downtime (hrs),5.2,automated_pipeline_stages,5,total_pipeline_stages,9
449,Company_A,1995-02-23,Female,26-30,DevOps Engineer,9,DevOps,English,Muslim,University_T,2,1,1,2,3,85.97,4,7.24,2,22,12,2,8,Research & innovation,5,0.98,82,84,9,Customer Portal,30,463,5,8.15,2,10,2,total_deployments,7,successful_deployments,3,deployment_time_efficiency,0.62,incident_count,2,system_downtime (hrs),1.8,automated_pipeline_stages,1,total_pipeline_stages,10
450,Company_O,1996-09-28,Male,26-30,QA Engineer,8,QA,English,Muslim,University_D,1,4,2,2,3,33,1,18.03,3,12,16,4,16,On-the-job learning,3,0.78,18,23,20,Banking Mobile App,7,66,15,8.68,2,6,1,total_deployments,16,successful_deployments,14,deployment_time_efficiency,0.76,incident_count,6,system_downtime (hrs),37.6,automated_pipeline_stages,6,total_pipeline_stages,9
451,Company_M,1987-01-19,Female,36-40,Project Manager,17,Project Management,English,Muslim,University_B,5,4,5,1,5,74.24,3,12.7,3,16,6,3,24,Research & innovation,7,0.64,18,28,15,Inventory Management System,30,69,14,1.08,2,5,4,total_deployments,12,successful_deployments,5,deployment_time_efficiency,0.3,incident_count,7,system_downtime (hrs),37,automated_pipeline_stages,4,total_pipeline_stages,5
452,Company_D,1995-01-30,Male,26-30,Business Analyst,9,Business Analysis,Sinhala,Tamil,University_G,1,5,4,2,3,21.11,1,8.18,4,6,12,1,34,Knowledge sharing,6,0.56,32,57,5,Hospital Information System,34,474,8,9.36,4,9,1,total_deployments,11,successful_deployments,9,deployment_time_efficiency,0.46,incident_count,4,system_downtime (hrs),14.4,automated_pipeline_stages,1,total_pipeline_stages,4
453,Company_J,2001-09-26,Female,20-25,QA Engineer,3,QA,Sinhala,Sinhala,University_S,4,2,1,3,3,99.33,5,7.14,4,1,11,1,33,Research & innovation,5,0.92,66,72,1,Logistics Dashboard,46,332,6,8.02,1,6,4,tasks_completed,11,project_delay (days),5,changing_relative_effort,189,sprint_velocity,51,team_velocity,32,stakeholder_satisfaction(1-5),1,milestone_completion_rate,3
454,Company_B,1997-09-18,Male,26-30,QA Engineer,7,QA,English,Muslim,University_N,5,1,5,3,5,71.14,3,20.77,5,12,9,2,27,Self-learning,6,0.53,19,36,6,Supply Chain Tracker,52,188,4,2.02,3,5,0,total_deployments,17,successful_deployments,17,deployment_time_efficiency,0.63,incident_count,1,system_downtime (hrs),23.1,automated_pipeline_stages,5,total_pipeline_stages,5
455,Company_J,1986-11-02,Female,36-40,DevOps Engineer,18,DevOps,English,Sinhala,University_K,5,3,3,5,1,62.47,2,9.74,1,9,1,1,19,Knowledge sharing,5,0.98,47,48,1,Logistics Dashboard,43,376,9,7.96,5,1,5,total_deployments,8,successful_deployments,7,deployment_time_efficiency,0.69,incident_count,7,system_downtime (hrs),18.6,automated_pipeline_stages,6,total_pipeline_stages,7
456,Company_I,2002-08-29,Male,20-25,Business Analyst,2,Business Analysis,English,Sinhala,University_Q,3,5,1,5,1,51.26,2,5.68,3,7,7,2,0,Online courses / certifications,8,0.43,18,42,12,Fleet Management System,50,439,7,2.08,0,10,2,tasks_assigned,12,tasks_completed,5,tasks_on_time,4,bug_count,13,bugs_fixed_count,4,code_quality (1-10),1,rework_count,0
457,Company_B,2000-05-20,Female,20-25,Software Engineer,4,Development,Sinhala,Muslim,University_U,1,1,4,5,2,87.57,4,22.57,5,1,2,4,29,Formal training,4,1,104,104,6,Supply Chain Tracker,12,318,11,6.4,0,5,0,total_deployments,4,successful_deployments,2,deployment_time_efficiency,0.84,incident_count,5,system_downtime (hrs),42.6,automated_pipeline_stages,3,total_pipeline_stages,6
458,Company_B,1991-07-26,Female,31-35,Business Analyst,13,Business Analysis,Sinhala,Tamil,University_N,4,1,3,5,4,67.62,2,3.25,5,20,3,4,5,Knowledge sharing,5,0.89,41,46,6,Supply Chain Tracker,41,52,3,9.02,0,7,2,tasks_assigned,17,tasks_completed,4,tasks_on_time,2,bug_count,5,bugs_fixed_count,4,code_quality (1-10),10,rework_count,1
459,Company_C,1987-02-09,Female,36-40,Software Engineer,17,Development,Tamil,Muslim,University_P,3,1,5,3,3,99.27,5,23.21,3,4,17,3,19,Self-learning,9,0.83,25,30,23,Delivery Service App,43,391,8,2.73,4,4,2,tasks_assigned,9,tasks_completed,7,tasks_on_time,6,bug_count,18,bugs_fixed_count,9,code_quality (1-10),3,rework_count,4
460,Company_S,1979-11-07,Female,41-45,QA Engineer,25,QA,Sinhala,Tamil,University_Q,2,1,3,4,2,83.72,3,19.4,4,18,16,2,40,Research & innovation,9,0.99,89,90,13,CRM Platform,12,161,6,9.63,4,0,5,tasks_assigned,11,tasks_completed,2,tasks_on_time,2,bug_count,0,bugs_fixed_count,0,code_quality (1-10),2,rework_count,1
461,Company_O,1987-07-02,Female,36-40,Business Analyst,17,Business Analysis,Sinhala,Sinhala,University_N,4,5,1,2,4,40.39,1,1.69,3,1,8,4,33,Research & innovation,5,0.94,49,52,20,Banking Mobile App,4,271,9,2.43,0,7,4,total_deployments,10,successful_deployments,3,deployment_time_efficiency,0.59,incident_count,4,system_downtime (hrs),6.8,automated_pipeline_stages,5,total_pipeline_stages,6
462,Company_S,1980-08-04,Male,41-45,Business Analyst,24,Business Analysis,Tamil,Sinhala,University_E,3,5,3,5,1,64.74,2,5.8,2,15,18,1,2,On-the-job learning,2,0.4,19,47,13,CRM Platform,36,378,4,1.99,5,5,4,tasks_completed,9,project_delay (days),22,changing_relative_effort,75,sprint_velocity,27,team_velocity,75,stakeholder_satisfaction(1-5),4,milestone_completion_rate,4
463,Company_M,1992-12-31,Male,31-35,Business Analyst,12,Business Analysis,Tamil,Sinhala,University_E,3,3,3,5,5,93.12,4,20.09,5,21,16,1,29,Formal training,2,0.76,42,55,15,Inventory Management System,15,105,13,3.76,3,4,5,tasks_assigned,30,tasks_completed,9,tasks_on_time,9,bug_count,6,bugs_fixed_count,5,code_quality (1-10),5,rework_count,4
464,Company_D,1984-11-08,Female,36-40,DevOps Engineer,20,DevOps,Sinhala,Muslim,University_E,5,5,3,2,2,60.15,2,19.41,3,4,13,5,9,None observed,6,0.9,18,20,5,Hospital Information System,17,289,8,5.81,5,1,0,tasks_completed,18,project_delay (days),14,changing_relative_effort,84,sprint_velocity,24,team_velocity,67,stakeholder_satisfaction(1-5),2,milestone_completion_rate,2
465,Company_I,1987-11-13,Male,36-40,Software Engineer,17,Development,English,Tamil,University_G,4,1,2,1,4,90.35,4,16.2,3,6,18,3,25,None observed,3,0.49,56,115,10,Government Tax Portal,35,468,5,8.16,2,1,0,total_deployments,17,successful_deployments,7,deployment_time_efficiency,0.95,incident_count,4,system_downtime (hrs),0,automated_pipeline_stages,6,total_pipeline_stages,8
466,Company_O,1986-11-23,Female,36-40,Business Analyst,18,Business Analysis,Tamil,Sinhala,University_S,1,4,5,1,1,97.46,5,3.15,1,21,11,4,5,Knowledge sharing,8,0.78,35,45,20,Banking Mobile App,43,118,2,2.06,5,3,2,total_test_cases_executed,90,total_pass_test_cases,38,total_bugs_detected,26,defect_reopened_count,21,total_documents_created,7,document_quality (1-5),2,test_execution_time (hrs),2
467,Company_R,1992-04-14,Female,31-35,QA Engineer,12,QA,English,Sinhala,University_L,3,2,4,5,2,96.68,5,20.1,2,1,4,3,11,Online courses / certifications,3,0.6,55,91,19,E-Commerce Platform,38,388,11,2.94,3,6,1,tasks_assigned,24,tasks_completed,15,tasks_on_time,8,bug_count,10,bugs_fixed_count,4,code_quality (1-10),6,rework_count,5
468,Company_D,1997-01-04,Male,26-30,Business Analyst,7,Business Analysis,English,Sinhala,University_N,4,5,3,3,3,44.85,1,7.92,3,23,12,1,19,Self-learning,9,0.76,65,86,5,Hospital Information System,18,459,4,3.16,0,8,4,tasks_assigned,22,tasks_completed,3,tasks_on_time,1,bug_count,17,bugs_fixed_count,17,code_quality (1-10),2,rework_count,4
469,Company_Q,1979-07-03,Male,41-45,Business Analyst,25,Business Analysis,Tamil,Tamil,University_H,1,4,4,5,2,72.21,3,6.28,4,6,20,4,14,Formal training,2,0.69,55,80,18,Smart Grid Monitor,5,66,14,1.1,0,10,5,tasks_completed,1,project_delay (days),27,changing_relative_effort,57,sprint_velocity,15,team_velocity,40,stakeholder_satisfaction(1-5),2,milestone_completion_rate,4
470,Company_K,1986-05-05,Male,36-40,Business Analyst,18,Business Analysis,Tamil,Tamil,University_T,3,1,1,2,1,99.48,5,18.7,3,20,14,5,5,On-the-job learning,7,0.82,69,84,14,Digital Wallet Platform,38,466,4,6.4,4,8,3,total_deployments,10,successful_deployments,7,deployment_time_efficiency,0.67,incident_count,1,system_downtime (hrs),7.2,automated_pipeline_stages,5,total_pipeline_stages,9
471,Company_C,2003-09-03,Male,20-25,QA Engineer,1,QA,Sinhala,Tamil,University_B,4,1,2,3,2,40.22,1,15.13,3,20,12,1,16,Online courses / certifications,3,0.55,45,82,23,Delivery Service App,21,311,5,9.92,2,10,0,total_deployments,12,successful_deployments,4,deployment_time_efficiency,0.88,incident_count,9,system_downtime (hrs),18,automated_pipeline_stages,1,total_pipeline_stages,9
472,Company_G,1991-08-06,Male,31-35,Software Engineer,13,Development,Sinhala,Tamil,University_Q,2,3,4,3,3,60.87,2,2.61,4,18,0,4,12,Research & innovation,2,0.63,48,76,4,Loan Origination System,20,370,13,3.33,5,2,4,tasks_assigned,20,tasks_completed,16,tasks_on_time,7,bug_count,16,bugs_fixed_count,6,code_quality (1-10),4,rework_count,1
473,Company_J,1986-12-31,Male,36-40,Project Manager,18,Project Management,English,Sinhala,University_H,4,2,2,1,4,85.11,4,4.02,3,4,5,1,36,Knowledge sharing,6,0.69,55,80,4,Loan Origination System,20,92,9,8.86,3,4,5,total_test_cases_executed,59,total_pass_test_cases,10,total_bugs_detected,11,defect_reopened_count,5,total_documents_created,13,document_quality (1-5),2,test_execution_time (hrs),9
474,Company_B,1984-10-10,Female,36-40,Business Analyst,20,Business Analysis,English,Sinhala,University_E,5,1,4,5,2,63.74,2,5.66,4,7,2,1,12,Online courses / certifications,8,0.88,22,25,1,Logistics Dashboard,37,141,15,9.84,2,2,3,total_deployments,20,successful_deployments,1,deployment_time_efficiency,0.77,incident_count,5,system_downtime (hrs),1.8,automated_pipeline_stages,1,total_pipeline_stages,5
475,Company_C,1999-09-24,Male,20-25,Software Engineer,5,Development,Sinhala,Sinhala,University_A,1,3,5,2,4,82.1,3,14.79,5,15,17,5,37,Knowledge sharing,3,0.62,36,58,23,Delivery Service App,44,397,5,5.43,1,6,5,tasks_completed,11,project_delay (days),7,changing_relative_effort,60,sprint_velocity,36,team_velocity,74,stakeholder_satisfaction(1-5),1,milestone_completion_rate,1
476,Company_O,1985-08-12,Female,36-40,Business Analyst,19,Business Analysis,Tamil,Tamil,University_J,3,2,2,1,5,72.46,3,4.61,3,5,1,4,37,Self-learning,10,0.67,57,85,20,Banking Mobile App,39,115,15,6.37,0,3,5,total_test_cases_executed,58,total_pass_test_cases,21,total_bugs_detected,15,defect_reopened_count,15,total_documents_created,5,document_quality (1-5),4,test_execution_time (hrs),8
477,Company_C,2003-03-08,Male,20-25,Business Analyst,1,Business Analysis,Tamil,Muslim,University_S,4,1,3,1,5,25.25,1,14.87,1,20,13,2,20,Self-learning,4,0.76,59,78,23,Delivery Service App,37,294,7,8.54,4,2,3,tasks_assigned,11,tasks_completed,3,tasks_on_time,1,bug_count,6,bugs_fixed_count,4,code_quality (1-10),6,rework_count,1
478,Company_K,1988-01-04,Female,36-40,QA Engineer,16,QA,English,Muslim,University_F,2,1,5,1,1,55.8,2,17.13,5,17,7,2,28,Research & innovation,1,0.48,29,61,14,Digital Wallet Platform,37,405,3,2.05,1,6,0,tasks_assigned,6,tasks_completed,2,tasks_on_time,0,bug_count,16,bugs_fixed_count,6,code_quality (1-10),4,rework_count,3
479,Company_P,1984-06-01,Male,36-40,QA Engineer,20,QA,Tamil,Sinhala,University_S,4,1,4,4,1,72.16,3,18.24,4,1,12,1,17,Self-learning,10,0.73,27,37,11,Telecom Billing System,31,440,10,6.8,1,9,1,total_deployments,17,successful_deployments,8,deployment_time_efficiency,0.5,incident_count,0,system_downtime (hrs),5.6,automated_pipeline_stages,5,total_pipeline_stages,9
480,Company_P,1997-10-27,Male,26-30,DevOps Engineer,7,DevOps,English,Muslim,University_M,5,3,5,4,1,47.99,1,1.87,3,23,2,5,27,Knowledge sharing,3,0.71,75,106,11,Telecom Billing System,41,412,3,8.23,2,9,1,tasks_assigned,5,tasks_completed,4,tasks_on_time,2,bug_count,18,bugs_fixed_count,5,code_quality (1-10),5,rework_count,4
481,Company_M,1985-03-16,Male,36-40,Business Analyst,19,Business Analysis,English,Muslim,University_C,1,4,4,1,2,90.44,4,12.77,1,5,15,5,31,Formal training,8,0.67,20,30,15,Inventory Management System,10,200,2,7.95,2,9,4,total_deployments,7,successful_deployments,2,deployment_time_efficiency,0.92,incident_count,1,system_downtime (hrs),8.9,automated_pipeline_stages,4,total_pipeline_stages,6
482,Company_N,1985-10-22,Male,36-40,Business Analyst,19,Business Analysis,English,Sinhala,University_P,1,3,3,1,3,68.02,2,6.02,4,11,7,4,7,Knowledge sharing,1,0.68,78,115,16,HR Management System,24,393,12,6.42,2,10,1,tasks_assigned,21,tasks_completed,5,tasks_on_time,5,bug_count,17,bugs_fixed_count,0,code_quality (1-10),8,rework_count,2
483,Company_D,1990-07-10,Male,31-35,Project Manager,14,Project Management,Tamil,Muslim,University_Q,1,3,3,5,1,28.14,1,4.47,4,9,18,1,17,Formal training,5,0.85,17,20,5,Hospital Information System,40,243,7,4.66,0,3,0,total_deployments,18,successful_deployments,15,deployment_time_efficiency,0.87,incident_count,1,system_downtime (hrs),32.3,automated_pipeline_stages,3,total_pipeline_stages,6
484,Company_J,1997-08-09,Female,26-30,QA Engineer,7,QA,English,Tamil,University_N,2,5,5,4,2,91.88,4,1.54,3,11,1,5,26,None observed,9,0.75,55,73,8,Microfinance Management System,42,250,8,1.56,0,1,3,tasks_assigned,21,tasks_completed,7,tasks_on_time,1,bug_count,2,bugs_fixed_count,2,code_quality (1-10),3,rework_count,4
485,Company_P,1982-02-06,Male,41-45,Project Manager,22,Project Management,English,Muslim,University_N,4,2,1,4,2,67.72,2,17.83,1,20,15,2,19,Self-learning,6,0.78,42,54,11,Telecom Billing System,44,123,2,7.57,1,10,2,total_deployments,9,successful_deployments,0,deployment_time_efficiency,0.93,incident_count,7,system_downtime (hrs),21.2,automated_pipeline_stages,5,total_pipeline_stages,8
486,Company_E,1994-09-21,Female,26-30,Business Analyst,10,Business Analysis,Sinhala,Muslim,University_P,5,2,4,4,3,63.29,2,21.36,3,25,11,4,26,None observed,1,0.68,41,60,22,Marketing Management System,5,253,10,7.07,2,1,1,tasks_completed,7,project_delay (days),6,changing_relative_effort,166,sprint_velocity,24,team_velocity,25,stakeholder_satisfaction(1-5),5,milestone_completion_rate,5
487,Company_J,1981-09-21,Male,41-45,DevOps Engineer,23,DevOps,English,Muslim,University_G,4,3,5,1,4,46.21,1,6.58,1,16,16,2,21,Knowledge sharing,10,0.57,59,104,8,Microfinance Management System,12,289,9,5.92,2,6,0,total_test_cases_executed,34,total_pass_test_cases,13,total_bugs_detected,14,defect_reopened_count,1,total_documents_created,15,document_quality (1-5),4,test_execution_time (hrs),4
488,Company_S,2002-02-06,Female,20-25,Software Engineer,2,Development,Tamil,Muslim,University_R,3,3,1,5,2,79.86,3,0.6,3,17,16,2,38,Formal training,1,0.58,21,36,13,CRM Platform,13,287,13,8.12,5,8,1,tasks_assigned,10,tasks_completed,2,tasks_on_time,0,bug_count,5,bugs_fixed_count,5,code_quality (1-10),2,rework_count,3
489,Company_S,1980-08-04,Male,41-45,Business Analyst,24,Business Analysis,Tamil,Sinhala,University_Q,1,4,1,2,2,43.73,1,8.7,5,14,6,2,16,None observed,9,0.84,53,63,13,CRM Platform,47,213,8,1.26,1,9,3,tasks_completed,1,project_delay (days),15,changing_relative_effort,200,sprint_velocity,44,team_velocity,66,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
490,Company_Q,1987-04-15,Female,36-40,Software Engineer,17,Development,Sinhala,Tamil,University_C,1,5,4,5,5,93.89,4,18.6,4,19,5,5,5,Self-learning,10,0.94,100,106,18,Smart Grid Monitor,9,251,12,8.86,2,0,2,total_test_cases_executed,79,total_pass_test_cases,57,total_bugs_detected,29,defect_reopened_count,3,total_documents_created,11,document_quality (1-5),2,test_execution_time (hrs),6
491,Company_D,2001-05-02,Male,20-25,QA Engineer,3,QA,English,Sinhala,University_U,3,3,2,5,5,45.28,1,3.28,5,1,17,3,36,Online courses / certifications,1,1,44,44,5,Hospital Information System,48,423,5,6.96,4,6,5,total_deployments,20,successful_deployments,8,deployment_time_efficiency,0.66,incident_count,4,system_downtime (hrs),31.1,automated_pipeline_stages,5,total_pipeline_stages,9
492,Company_D,1984-08-05,Male,36-40,Software Engineer,20,Development,Tamil,Muslim,University_I,3,5,3,5,3,77.77,3,4.48,1,20,14,4,24,On-the-job learning,7,0.59,54,91,5,Hospital Information System,5,365,9,3.47,0,9,0,total_test_cases_executed,90,total_pass_test_cases,84,total_bugs_detected,14,defect_reopened_count,7,total_documents_created,10,document_quality (1-5),3,test_execution_time (hrs),4
493,Company_C,2003-07-04,Male,20-25,Project Manager,1,Project Management,Tamil,Tamil,University_G,2,1,2,4,2,98.36,5,10.96,3,15,0,2,30,Online courses / certifications,7,0.89,42,47,23,Delivery Service App,5,389,15,4.24,3,6,5,total_deployments,20,successful_deployments,10,deployment_time_efficiency,0.78,incident_count,9,system_downtime (hrs),1.8,automated_pipeline_stages,2,total_pipeline_stages,4
494,Company_A,1990-12-14,Female,31-35,Business Analyst,14,Business Analysis,English,Muslim,University_H,5,2,4,3,4,95.6,5,17.21,2,7,11,5,30,Research & innovation,10,0.57,12,21,9,Customer Portal,16,329,11,9.41,2,6,1,total_deployments,9,successful_deployments,1,deployment_time_efficiency,0.78,incident_count,5,system_downtime (hrs),9,automated_pipeline_stages,6,total_pipeline_stages,9
495,Company_D,1990-03-17,Female,31-35,Software Engineer,14,Development,Tamil,Tamil,University_U,5,2,5,4,4,96.33,5,22.52,4,6,1,3,23,On-the-job learning,8,0.73,30,41,5,Hospital Information System,20,247,15,6.03,0,9,2,tasks_assigned,29,tasks_completed,16,tasks_on_time,9,bug_count,8,bugs_fixed_count,3,code_quality (1-10),1,rework_count,2
496,Company_H,2003-02-13,Female,20-25,Software Engineer,1,Development,English,Tamil,University_S,3,2,5,3,4,75.44,3,14.54,1,4,19,3,37,Online courses / certifications,2,0.65,36,55,17,Learning Management System,9,216,6,5.08,2,5,1,total_deployments,4,successful_deployments,1,deployment_time_efficiency,0.81,incident_count,5,system_downtime (hrs),29.7,automated_pipeline_stages,4,total_pipeline_stages,10
497,Company_P,2002-09-17,Male,20-25,DevOps Engineer,2,DevOps,Tamil,Tamil,University_O,3,4,4,5,1,74.37,3,20.6,4,9,0,5,31,Research & innovation,2,0.42,34,80,11,Telecom Billing System,34,337,2,6.45,1,7,0,tasks_assigned,13,tasks_completed,6,tasks_on_time,1,bug_count,7,bugs_fixed_count,5,code_quality (1-10),5,rework_count,1
498,Company_M,1999-11-26,Male,20-25,Software Engineer,5,Development,Tamil,Muslim,University_U,1,3,3,2,3,71.49,3,15.54,1,11,4,3,1,None observed,1,0.57,16,28,15,Inventory Management System,50,351,8,9.68,2,9,2,total_test_cases_executed,32,total_pass_test_cases,32,total_bugs_detected,4,defect_reopened_count,2,total_documents_created,10,document_quality (1-5),5,test_execution_time (hrs),10
499,Company_M,1994-10-22,Female,26-30,Business Analyst,10,Business Analysis,Tamil,Tamil,University_K,3,4,2,5,2,66.87,2,2,4,13,13,3,18,Online courses / certifications,2,0.85,23,27,15,Inventory Management System,25,296,2,5.7,5,10,3,total_test_cases_executed,81,total_pass_test_cases,23,total_bugs_detected,21,defect_reopened_count,3,total_documents_created,5,document_quality (1-5),2,test_execution_time (hrs),9
500,Company_J,1990-04-22,Male,31-35,Business Analyst,14,Business Analysis,English,Sinhala,University_M,2,5,3,4,3,62.58,2,5.14,5,23,7,5,2,Self-learning,6,0.65,34,52,1,Logistics Dashboard,37,161,14,8.32,5,8,0,total_test_cases_executed,27,total_pass_test_cases,6,total_bugs_detected,26,defect_reopened_count,2,total_documents_created,3,document_quality (1-5),2,test_execution_time (hrs),2
501,Company_F,2002-11-06,Female,20-25,Project Manager,2,Project Management,Tamil,Tamil,University_T,5,3,5,4,5,95.76,5,13.75,4,5,13,1,32,Knowledge sharing,10,0.8,43,54,7,Payroll Automation,15,229,9,5.18,2,5,4,tasks_completed,9,project_delay (days),15,changing_relative_effort,84,sprint_velocity,34,team_velocity,29,stakeholder_satisfaction(1-5),4,milestone_completion_rate,5
502,Company_L,1982-06-20,Female,41-45,Software Engineer,22,Development,English,Tamil,University_B,1,3,2,4,5,84,3,8.83,5,2,5,5,39,Self-learning,5,0.54,14,26,21,Medi Care App,40,385,11,9.7,0,5,1,tasks_assigned,10,tasks_completed,3,tasks_on_time,1,bug_count,13,bugs_fixed_count,2,code_quality (1-10),10,rework_count,5
503,Company_K,1995-07-29,Female,26-30,QA Engineer,9,QA,Sinhala,Sinhala,University_A,3,5,5,3,4,23.76,1,8.59,2,20,6,3,10,Knowledge sharing,7,0.57,23,40,14,Digital Wallet Platform,51,430,9,2.97,3,4,1,total_test_cases_executed,12,total_pass_test_cases,9,total_bugs_detected,10,defect_reopened_count,4,total_documents_created,14,document_quality (1-5),2,test_execution_time (hrs),8
504,Company_K,1979-08-08,Female,41-45,DevOps Engineer,25,DevOps,Sinhala,Tamil,University_K,4,2,1,3,2,76.37,3,15.48,1,15,0,5,24,Formal training,4,0.94,33,35,14,Digital Wallet Platform,12,346,10,9.51,4,3,1,tasks_assigned,9,tasks_completed,1,tasks_on_time,0,bug_count,4,bugs_fixed_count,2,code_quality (1-10),5,rework_count,5
505,Company_F,1991-11-22,Female,31-35,DevOps Engineer,13,DevOps,Tamil,Sinhala,University_B,2,3,3,2,3,51.68,2,16.07,4,11,7,5,18,On-the-job learning,1,0.44,11,25,7,Payroll Automation,16,58,6,9.8,1,6,5,total_test_cases_executed,20,total_pass_test_cases,18,total_bugs_detected,27,defect_reopened_count,25,total_documents_created,10,document_quality (1-5),2,test_execution_time (hrs),5
